id,cuisine
18836,cajun_creole
35695,french
5141,indian
41894,moroccan
4972,spanish
34195,thai
14183,british
15188,filipino
8734,irish
30946,irish
5588,southern_us
49554,british
1270,indian
1259,vietnamese
45986,british
22351,british
300,mexican
9278,british
10021,moroccan
17014,jamaican
40855,italian
18362,korean
16292,chinese
29924,british
47174,greek
4856,italian
15417,greek
19875,british
42228,moroccan
36264,mexican
14571,southern_us
23496,spanish
43879,mexican
23431,indian
5499,italian
247,irish
48795,indian
47113,moroccan
489,mexican
13036,korean
4838,italian
40630,indian
17576,greek
29972,indian
8123,indian
35918,mexican
42669,cajun_creole
24632,russian
35740,indian
45670,greek
28041,filipino
46688,korean
10309,thai
15367,indian
30562,irish
47151,spanish
47300,vietnamese
31200,mexican
5749,irish
41807,british
13990,mexican
23572,greek
872,british
38085,vietnamese
5248,southern_us
26309,moroccan
26880,mexican
41559,mexican
8059,korean
26041,thai
30019,indian
7207,indian
30309,southern_us
2092,moroccan
8023,korean
4016,british
24631,greek
35068,southern_us
8523,mexican
28463,spanish
8629,spanish
43829,cajun_creole
22129,spanish
34505,chinese
38200,chinese
36513,chinese
32187,irish
7788,vietnamese
31130,thai
40483,british
2224,filipino
14143,irish
22889,korean
17406,korean
10451,thai
19844,filipino
23416,british
33874,french
39951,greek
41361,mexican
44659,indian
8836,french
21709,indian
22993,thai
39191,japanese
17182,mexican
20507,korean
42397,southern_us
18897,italian
3797,thai
11041,brazilian
807,vietnamese
3514,italian
12936,thai
15050,british
43377,cajun_creole
10471,chinese
30721,filipino
14333,indian
6260,chinese
7712,southern_us
19048,southern_us
21455,mexican
18575,cajun_creole
47647,irish
35947,mexican
14499,italian
43525,irish
5723,greek
48497,italian
43822,cajun_creole
525,spanish
30594,mexican
47948,southern_us
2099,moroccan
43863,mexican
24711,thai
15230,indian
21680,indian
36218,mexican
41622,chinese
34809,cajun_creole
5110,spanish
27214,moroccan
34803,filipino
36822,greek
6912,vietnamese
20373,british
29157,vietnamese
6327,thai
35502,mexican
8305,vietnamese
35598,filipino
48538,indian
49358,indian
44506,mexican
39146,indian
29270,southern_us
20560,british
24169,southern_us
41537,italian
10431,spanish
31517,filipino
34049,chinese
26964,chinese
49655,italian
9101,southern_us
30377,italian
7046,indian
47969,mexican
18971,british
38891,korean
29506,thai
40305,cajun_creole
21255,southern_us
15578,mexican
24894,british
32089,chinese
46097,vietnamese
40982,italian
12543,irish
38366,southern_us
32925,spanish
17506,thai
48389,british
41804,korean
9961,vietnamese
24939,indian
39599,french
45838,mexican
48875,indian
25531,chinese
3009,cajun_creole
31965,greek
16901,greek
13370,italian
2954,vietnamese
40353,french
8207,jamaican
10933,korean
38206,southern_us
14110,moroccan
19128,greek
32616,indian
27748,mexican
31858,british
20510,filipino
17602,thai
35665,japanese
46589,indian
8178,filipino
34880,italian
42527,indian
29682,filipino
32166,thai
30343,russian
15385,cajun_creole
18372,chinese
29211,spanish
23269,korean
4561,thai
27365,thai
49032,japanese
22064,greek
12060,british
47834,spanish
25815,jamaican
34036,chinese
19326,korean
44078,thai
31090,moroccan
17485,british
708,british
5350,thai
29754,japanese
18309,spanish
46871,spanish
27300,british
41890,filipino
49548,moroccan
11392,greek
1354,filipino
48819,russian
19097,irish
42113,greek
24060,thai
25849,moroccan
4543,french
25306,british
41966,italian
48719,indian
48191,thai
8826,irish
42703,irish
16083,southern_us
26613,vietnamese
28088,filipino
39965,british
36239,italian
4322,moroccan
9951,french
3045,british
28585,greek
39841,russian
25913,vietnamese
39715,thai
23135,indian
47022,indian
24160,british
18619,italian
12574,korean
22681,indian
33692,cajun_creole
538,mexican
22118,chinese
21890,british
36340,chinese
27973,italian
12870,filipino
22564,chinese
35063,greek
7000,british
11318,moroccan
47001,british
11395,japanese
23507,korean
47242,irish
48957,italian
17721,italian
25138,irish
47438,italian
47162,british
42459,french
6486,indian
24116,indian
31596,chinese
38887,korean
10665,jamaican
13712,filipino
2633,british
35784,southern_us
45204,spanish
46722,british
34949,british
35321,chinese
46430,british
34431,british
30890,russian
42132,russian
15702,thai
47719,french
45160,spanish
20600,japanese
10800,greek
30479,greek
9457,cajun_creole
26571,filipino
42942,cajun_creole
36635,mexican
43617,chinese
16911,thai
122,mexican
22340,southern_us
37007,greek
23595,british
25233,french
5503,chinese
47338,thai
44695,vietnamese
7141,southern_us
14564,italian
19655,british
35326,moroccan
35922,mexican
28171,greek
1322,british
14923,southern_us
42344,cajun_creole
16380,mexican
15233,indian
8338,japanese
41014,vietnamese
30440,mexican
23043,chinese
20788,spanish
14375,southern_us
1184,chinese
34280,italian
46171,cajun_creole
31834,korean
14759,spanish
15855,korean
6662,italian
15056,greek
34873,chinese
20089,british
20015,mexican
18402,italian
6418,british
1454,chinese
14070,japanese
26424,korean
27349,indian
26459,vietnamese
13151,greek
12264,italian
18366,italian
46851,korean
18954,greek
39858,chinese
43500,cajun_creole
21656,french
10505,chinese
5313,moroccan
28951,japanese
19961,indian
1795,southern_us
9917,british
26180,mexican
9726,italian
47689,italian
7866,mexican
41625,mexican
35160,vietnamese
4430,greek
39082,british
46186,indian
11988,indian
24177,vietnamese
31849,italian
41194,moroccan
36968,mexican
42330,chinese
36791,thai
19704,italian
4933,indian
4255,mexican
37105,french
35848,indian
17416,mexican
39066,greek
36270,cajun_creole
24406,filipino
20517,french
27630,mexican
19670,irish
4685,greek
45260,greek
378,japanese
40841,british
27632,japanese
12193,mexican
38047,mexican
10170,italian
25043,vietnamese
23851,greek
14743,korean
13294,thai
26466,chinese
32002,moroccan
37526,vietnamese
8888,italian
38945,southern_us
38546,jamaican
38869,vietnamese
10556,mexican
3296,french
25977,mexican
32025,brazilian
44087,spanish
32762,irish
824,vietnamese
44636,spanish
542,chinese
38218,korean
41930,thai
1987,italian
37378,southern_us
8873,irish
1513,korean
44013,korean
38042,indian
11576,korean
24510,french
823,italian
23443,korean
34870,indian
3846,southern_us
14993,french
16854,mexican
5886,mexican
33793,southern_us
2999,british
20843,mexican
29153,greek
33790,greek
16516,russian
37887,french
18466,indian
48033,greek
45404,spanish
4175,mexican
31986,italian
38555,indian
26832,british
19810,moroccan
49086,british
39579,greek
25551,british
42549,moroccan
22052,mexican
45632,irish
4143,mexican
11310,greek
32839,japanese
48171,korean
22896,filipino
10878,brazilian
31643,vietnamese
47624,korean
35141,british
13498,chinese
24566,italian
16533,irish
15437,mexican
19426,greek
32416,greek
2427,spanish
9178,brazilian
40606,russian
28450,japanese
7946,french
21756,greek
17843,russian
44066,british
7427,chinese
11297,french
42965,greek
23067,french
35066,thai
27938,greek
39075,greek
20200,japanese
19823,southern_us
12336,chinese
34714,italian
45388,spanish
25639,greek
33985,british
25524,thai
19641,chinese
11106,chinese
22165,italian
35412,greek
23475,japanese
1570,greek
12815,indian
37253,moroccan
16900,greek
7701,chinese
49391,mexican
1132,filipino
13051,russian
2284,chinese
21410,british
25604,greek
45746,thai
35911,spanish
26608,japanese
16991,british
40657,mexican
47960,british
38408,irish
1295,vietnamese
40139,filipino
38538,southern_us
26420,spanish
10326,vietnamese
5181,spanish
18210,indian
3241,southern_us
27062,spanish
41527,thai
45484,mexican
38755,japanese
47246,italian
164,greek
723,moroccan
299,irish
1519,mexican
34077,japanese
45254,indian
34760,british
11154,vietnamese
26274,greek
15081,italian
45100,mexican
1417,irish
32083,greek
29971,italian
17679,cajun_creole
36539,indian
34975,mexican
4633,russian
10321,vietnamese
35565,greek
26919,chinese
9549,irish
31863,southern_us
22053,greek
19443,british
18540,italian
23354,italian
13859,southern_us
23904,vietnamese
6675,vietnamese
18595,southern_us
12967,chinese
17283,southern_us
23211,mexican
14358,mexican
31398,indian
42650,french
25258,jamaican
18457,vietnamese
11810,moroccan
9499,cajun_creole
11943,indian
6810,thai
34323,chinese
23296,korean
45927,italian
45196,british
19917,japanese
20210,spanish
41629,korean
39907,greek
4956,mexican
37058,greek
20859,korean
3315,italian
4401,filipino
21361,italian
44164,british
26391,greek
47771,italian
44140,greek
43739,indian
12481,filipino
12292,thai
15965,indian
23409,moroccan
39005,chinese
2774,indian
14529,japanese
16926,greek
26890,irish
9663,british
43052,thai
24193,southern_us
5476,filipino
10048,greek
1981,filipino
12194,chinese
22202,irish
7626,chinese
37365,mexican
44144,indian
37723,french
47194,japanese
30827,french
33108,indian
2075,cajun_creole
6326,italian
11083,mexican
30311,korean
45371,moroccan
18232,indian
9768,japanese
6648,jamaican
35650,cajun_creole
23013,spanish
6669,filipino
42670,mexican
18155,cajun_creole
44622,thai
28426,mexican
23743,mexican
14176,vietnamese
9576,italian
36577,mexican
16671,italian
22964,thai
16424,british
47225,indian
17565,british
36401,filipino
30314,greek
32982,jamaican
21866,cajun_creole
1475,french
13053,french
33983,british
24051,japanese
22800,greek
16561,chinese
2740,irish
219,mexican
48737,french
2164,vietnamese
13579,italian
71,cajun_creole
12420,mexican
35209,mexican
11472,indian
43172,chinese
24927,greek
37102,british
10743,british
27874,indian
9565,french
21419,spanish
767,korean
28308,italian
37605,italian
9558,russian
31527,filipino
2419,chinese
7541,chinese
11400,greek
23487,irish
8087,british
21906,british
48830,mexican
37328,british
45490,irish
9710,italian
16153,thai
39537,moroccan
13923,spanish
8120,filipino
12923,british
1556,thai
6871,greek
34201,british
36146,russian
33170,filipino
20082,vietnamese
26517,irish
15214,cajun_creole
34092,cajun_creole
40902,cajun_creole
44452,greek
2083,italian
44897,mexican
17850,vietnamese
26693,italian
19618,indian
35589,indian
46084,filipino
17256,mexican
47570,mexican
32796,indian
27047,greek
39487,cajun_creole
130,thai
17627,cajun_creole
29072,southern_us
1108,cajun_creole
22666,southern_us
41630,cajun_creole
27289,italian
42299,irish
36078,italian
7098,british
46999,thai
28791,chinese
39576,mexican
2447,irish
22449,cajun_creole
23828,indian
5660,vietnamese
47460,moroccan
17912,cajun_creole
12288,british
44037,filipino
20875,mexican
6500,korean
13813,mexican
4907,vietnamese
38186,italian
9816,mexican
8170,greek
21681,spanish
42384,cajun_creole
35366,irish
34244,thai
35421,mexican
33457,mexican
28026,korean
38122,greek
21362,french
42253,cajun_creole
21994,spanish
34457,vietnamese
40229,korean
10181,mexican
38257,moroccan
40992,moroccan
15617,filipino
34754,thai
45459,french
31295,filipino
44977,southern_us
18322,korean
23257,japanese
10084,japanese
16445,indian
10594,japanese
26828,italian
47643,korean
49680,chinese
27446,italian
8731,spanish
37341,mexican
42241,japanese
13669,british
21403,jamaican
688,indian
23894,greek
35753,french
44692,spanish
235,mexican
20982,moroccan
10166,mexican
2187,cajun_creole
5022,thai
49037,british
44478,greek
8912,brazilian
8919,greek
23856,brazilian
14647,vietnamese
48870,filipino
14377,mexican
18548,french
39591,british
46746,greek
31926,italian
10159,vietnamese
11342,korean
32421,filipino
19969,greek
3029,russian
39565,irish
7426,thai
20624,greek
4385,french
18761,greek
46710,korean
46241,jamaican
14208,moroccan
29323,cajun_creole
40663,british
32391,korean
9506,italian
35402,irish
48796,french
4657,thai
2404,irish
36923,japanese
41762,french
19344,chinese
19876,italian
39452,southern_us
19209,indian
35461,thai
5784,british
40345,irish
24765,irish
25563,southern_us
40680,mexican
36932,cajun_creole
28106,mexican
12717,thai
40100,greek
6960,british
20724,korean
24433,italian
32118,chinese
22353,italian
23040,mexican
46246,italian
36642,southern_us
21579,italian
24073,southern_us
16775,thai
24732,spanish
24221,french
33300,british
34971,korean
19777,greek
24337,italian
24709,japanese
28557,filipino
8963,french
31515,moroccan
22575,vietnamese
11011,italian
42030,italian
48012,filipino
13623,korean
49552,filipino
5702,korean
3847,italian
34221,british
4312,british
35834,moroccan
11849,cajun_creole
38290,indian
3064,japanese
30099,french
37354,mexican
27877,italian
45642,thai
10629,mexican
17557,mexican
3725,mexican
49507,greek
5560,moroccan
42239,indian
29559,thai
46028,irish
26523,mexican
28313,russian
32502,thai
43610,thai
35563,spanish
22160,chinese
11258,chinese
36220,korean
15974,british
30449,indian
29676,indian
29951,chinese
2268,british
36813,mexican
28096,cajun_creole
40471,french
6545,british
33598,moroccan
22338,thai
41918,vietnamese
2133,mexican
42259,thai
11056,mexican
7034,italian
17040,japanese
35238,french
46155,cajun_creole
23356,irish
3909,indian
22107,mexican
1656,british
9302,southern_us
19473,italian
13566,british
23424,british
4139,irish
15970,russian
47732,british
37251,british
44870,vietnamese
9773,french
2131,filipino
6381,italian
9613,moroccan
47364,japanese
34376,spanish
26408,vietnamese
4763,filipino
18982,mexican
2766,chinese
19247,chinese
13462,british
19678,british
22814,italian
18582,russian
3124,thai
19347,greek
8812,cajun_creole
22037,irish
15423,russian
35960,southern_us
49336,mexican
1255,greek
17646,italian
20631,italian
19492,mexican
22895,british
18607,irish
34569,chinese
48356,spanish
12252,southern_us
21071,spanish
22458,southern_us
19585,british
15597,british
15038,irish
20028,irish
29764,mexican
17206,british
40901,mexican
37954,korean
16933,thai
42657,moroccan
21846,chinese
33834,mexican
25873,greek
5938,italian
34762,spanish
39835,russian
5805,japanese
13914,korean
45924,moroccan
41460,filipino
37287,irish
25059,greek
34872,mexican
7524,chinese
10427,korean
8014,greek
14740,italian
24329,filipino
38514,thai
12665,chinese
24655,french
7078,chinese
15995,southern_us
15861,filipino
30662,mexican
17836,italian
2078,british
3600,filipino
46302,indian
28375,southern_us
34839,thai
18345,greek
23205,french
34763,filipino
26692,british
10317,vietnamese
11767,cajun_creole
36881,irish
33468,chinese
20669,mexican
18159,vietnamese
22891,russian
39588,greek
35941,japanese
15981,mexican
26013,chinese
5076,vietnamese
1573,italian
39380,irish
13845,british
35146,british
32924,irish
9567,italian
35203,vietnamese
39666,spanish
17786,thai
21936,greek
8668,british
41339,vietnamese
32268,italian
29706,mexican
42032,jamaican
8105,irish
11218,french
7159,spanish
47817,irish
1572,filipino
38720,cajun_creole
14780,mexican
31839,italian
6501,russian
39533,southern_us
22820,southern_us
9619,chinese
14025,greek
19697,italian
5370,southern_us
32639,chinese
15249,chinese
47776,greek
48134,brazilian
24141,chinese
4117,chinese
20578,british
47585,british
20326,brazilian
43932,british
29704,chinese
12447,cajun_creole
38117,thai
2684,greek
25371,mexican
25518,vietnamese
27083,thai
16073,japanese
45667,cajun_creole
44188,spanish
44888,irish
41594,moroccan
1061,chinese
6536,greek
31586,chinese
9792,italian
40395,vietnamese
24861,italian
32253,indian
31082,british
19298,japanese
6600,irish
46939,spanish
6092,southern_us
36600,british
45979,british
46910,italian
14174,irish
10609,mexican
28647,moroccan
19066,moroccan
16803,moroccan
49114,british
14664,moroccan
39670,british
4583,indian
31121,british
12589,korean
22551,southern_us
11817,filipino
22003,moroccan
42091,korean
45966,southern_us
6811,irish
2711,italian
44757,filipino
5349,vietnamese
30294,thai
48944,indian
44048,russian
411,japanese
44998,japanese
18078,thai
48533,italian
16485,thai
32939,british
11808,irish
23059,chinese
16466,cajun_creole
7315,british
13178,indian
2751,indian
41395,mexican
20534,southern_us
12111,british
38708,vietnamese
37481,moroccan
28048,vietnamese
13123,chinese
2174,japanese
17190,cajun_creole
25756,mexican
38180,moroccan
26892,cajun_creole
23757,japanese
8553,spanish
36272,thai
35224,thai
5203,british
23565,british
31420,indian
43491,korean
38773,cajun_creole
15223,indian
17763,british
24528,spanish
21704,british
45329,mexican
48876,southern_us
3741,mexican
47710,irish
9182,greek
13782,cajun_creole
3369,korean
11985,british
39817,korean
26869,greek
37461,indian
24217,moroccan
2474,cajun_creole
45929,japanese
12768,southern_us
924,southern_us
13258,british
7955,indian
37056,chinese
17934,mexican
5843,vietnamese
46881,italian
4049,mexican
24173,southern_us
4683,spanish
32612,korean
11314,brazilian
13550,mexican
2483,indian
9573,italian
34113,chinese
37865,thai
36951,brazilian
4703,moroccan
10734,indian
40444,jamaican
44334,british
35991,spanish
34020,british
3743,japanese
18305,chinese
7877,greek
10606,korean
30584,vietnamese
9266,indian
35196,spanish
41070,thai
25930,chinese
48564,british
14213,thai
6618,mexican
18479,cajun_creole
10279,moroccan
30750,cajun_creole
45701,irish
22947,korean
6467,vietnamese
16365,indian
7184,british
23270,british
41805,cajun_creole
7537,indian
18616,japanese
42857,indian
37906,irish
16846,italian
573,mexican
26657,british
12408,irish
38232,greek
33447,british
40227,mexican
35760,irish
1385,greek
47866,spanish
30871,british
22604,korean
39397,indian
38782,filipino
45343,french
26112,jamaican
10209,british
31702,moroccan
37943,chinese
23471,irish
3529,vietnamese
46794,moroccan
16626,filipino
32361,japanese
20932,cajun_creole
11183,indian
33661,italian
12681,mexican
2450,mexican
23979,british
18465,british
28234,italian
47449,mexican
33869,indian
4924,mexican
18862,vietnamese
30556,indian
35762,british
7396,cajun_creole
21232,cajun_creole
18299,vietnamese
35468,british
42838,greek
33972,cajun_creole
46021,jamaican
1627,british
28873,italian
38927,mexican
25262,chinese
19152,russian
11061,moroccan
27000,cajun_creole
37396,chinese
47358,japanese
47825,italian
24681,british
37706,french
44056,cajun_creole
38298,greek
30788,french
36144,spanish
21792,cajun_creole
31745,mexican
15104,jamaican
30589,vietnamese
14235,korean
2608,greek
34828,irish
3282,british
4336,british
25666,filipino
17831,spanish
17008,cajun_creole
35845,mexican
19494,southern_us
30797,irish
33763,greek
19950,southern_us
23089,irish
32074,chinese
49640,japanese
8403,chinese
15879,italian
7949,moroccan
31483,thai
32928,japanese
27647,british
34616,moroccan
21113,vietnamese
41599,cajun_creole
23924,chinese
36335,british
36194,filipino
10980,mexican
45999,filipino
3943,chinese
188,moroccan
5799,greek
20964,british
2716,french
5464,italian
17640,italian
39437,filipino
14835,thai
3094,vietnamese
14826,greek
30173,moroccan
37811,italian
22363,korean
6369,british
26850,mexican
48887,italian
44405,greek
21477,indian
32697,indian
38843,mexican
20076,filipino
26429,mexican
35648,thai
41794,cajun_creole
22100,spanish
30216,greek
17656,filipino
17317,greek
4928,italian
43965,british
6404,irish
12274,chinese
6651,thai
40406,moroccan
40933,british
23419,mexican
37867,thai
28834,moroccan
23912,chinese
4791,mexican
36354,japanese
32298,british
44577,japanese
48859,korean
32485,moroccan
8394,moroccan
7708,italian
38385,british
22622,vietnamese
29716,thai
44462,mexican
9422,mexican
22499,mexican
36,spanish
434,italian
5479,mexican
42420,southern_us
47346,russian
44568,mexican
38650,greek
19191,irish
22848,british
17886,french
6036,british
38608,british
12890,japanese
15709,irish
13125,vietnamese
48454,italian
36627,filipino
47884,italian
28,southern_us
45365,mexican
40795,korean
17651,indian
1530,italian
17604,thai
4700,thai
24972,brazilian
23525,thai
7092,british
43757,filipino
4808,mexican
7249,british
27589,thai
47523,british
44244,filipino
10383,korean
37285,mexican
21332,chinese
7311,filipino
28052,jamaican
31653,spanish
1740,spanish
5484,brazilian
41406,british
41907,british
46515,mexican
38392,greek
15925,mexican
5094,greek
31816,filipino
35713,british
31296,brazilian
41640,french
22419,moroccan
47874,indian
6570,italian
6936,thai
34063,filipino
34141,spanish
44572,irish
28425,british
38481,mexican
18955,italian
46466,cajun_creole
5692,jamaican
39836,mexican
33718,moroccan
36250,filipino
286,indian
29766,italian
20541,british
31173,irish
46440,vietnamese
23905,moroccan
37232,british
8517,french
21249,cajun_creole
32700,cajun_creole
22845,mexican
45461,italian
1307,british
30010,irish
21646,mexican
28148,italian
26450,jamaican
16602,mexican
9928,british
27063,southern_us
22273,british
12744,indian
28272,brazilian
30350,filipino
23362,filipino
13645,greek
16942,russian
34970,british
27829,irish
38058,mexican
13256,thai
31859,russian
43027,southern_us
22235,chinese
2933,irish
45981,cajun_creole
11460,italian
33770,cajun_creole
24399,french
8006,filipino
48885,korean
42585,moroccan
40160,british
45541,vietnamese
22410,vietnamese
26226,korean
4591,indian
5457,moroccan
39085,russian
24040,mexican
6576,chinese
34310,japanese
27350,italian
9968,vietnamese
2464,irish
27952,chinese
43388,moroccan
33143,mexican
28083,thai
15927,mexican
10255,irish
8011,irish
5195,thai
36015,vietnamese
40910,french
11309,vietnamese
47556,cajun_creole
27958,british
27198,mexican
643,irish
40853,indian
15815,japanese
2063,irish
19827,irish
33443,greek
44632,korean
26773,thai
3203,thai
32873,korean
24806,vietnamese
45942,irish
1324,southern_us
32526,japanese
48093,moroccan
48942,spanish
8845,french
11546,italian
44358,mexican
3209,cajun_creole
10553,italian
44430,japanese
44712,italian
16351,indian
44644,greek
31670,indian
49147,southern_us
19750,korean
48121,vietnamese
22722,vietnamese
9910,spanish
14236,italian
48341,russian
23190,thai
20362,greek
44794,indian
39419,vietnamese
13526,british
42270,korean
37208,korean
33824,spanish
29953,italian
16387,korean
37672,southern_us
1868,french
24984,thai
47128,greek
44303,korean
20318,chinese
7513,cajun_creole
13261,british
19259,russian
31103,cajun_creole
24037,greek
29984,vietnamese
28159,southern_us
5318,british
23962,mexican
2084,spanish
41793,cajun_creole
18960,irish
17025,british
15510,irish
36832,japanese
20643,irish
4154,mexican
10510,korean
45117,russian
43403,italian
42471,chinese
6942,italian
33309,british
6689,irish
48687,italian
9880,greek
25590,filipino
21842,mexican
27151,indian
565,japanese
21740,moroccan
42399,british
35928,filipino
47060,irish
43147,indian
16625,italian
16769,russian
12515,southern_us
14731,vietnamese
11658,greek
49467,vietnamese
19749,moroccan
39723,japanese
5722,italian
31967,cajun_creole
39857,greek
16534,chinese
27334,italian
32215,southern_us
34903,british
24990,greek
31307,moroccan
38874,mexican
24130,italian
27816,chinese
939,korean
38293,russian
7889,cajun_creole
22114,british
24614,korean
48827,thai
3387,british
41676,british
3152,british
38805,moroccan
27078,chinese
34940,british
16855,chinese
41891,mexican
36715,indian
49455,mexican
26522,spanish
28420,british
329,british
18986,mexican
31705,irish
7402,spanish
10212,british
10640,korean
38014,indian
5172,italian
26986,cajun_creole
5088,vietnamese
24522,moroccan
1900,mexican
4801,cajun_creole
27932,japanese
30941,filipino
42354,mexican
48854,russian
39058,italian
34294,british
46593,british
22582,mexican
36937,thai
34596,british
42570,french
10147,vietnamese
44796,filipino
46819,spanish
30905,thai
34980,vietnamese
49265,greek
37563,vietnamese
25673,chinese
14267,irish
32410,jamaican
26392,thai
27384,italian
43045,thai
22576,mexican
11597,greek
22656,russian
47811,greek
7925,french
14860,korean
27525,korean
7798,greek
10848,italian
19062,british
32224,chinese
11529,mexican
12155,indian
30628,cajun_creole
21909,japanese
14291,mexican
3323,british
6502,irish
25833,greek
31108,british
47484,british
27396,spanish
48147,chinese
10489,mexican
12014,british
4904,mexican
36607,greek
12756,mexican
32462,jamaican
42204,vietnamese
246,mexican
47061,korean
15908,vietnamese
29572,greek
13458,mexican
14022,irish
40437,vietnamese
48136,mexican
17687,italian
